statename,rank,hs6,abbreviatn,val2010,val2011,val2012,val2013,share10,share11,share12,share13,change
MASSACHUSETTS,3,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,759.09,892.31,873.63,907.44,2.474,2.6742,2.6493,2.6449,3.87
MASSACHUSETTS,4,902139,ARTIFICIAL JOINTS & PARTS & ACCESSORIES THERO,761.17,629.67,452.99,783.79,2.4808,1.8871,1.3737,2.2845,73.02
MASSACHUSETTS,5,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",834.52,846.34,790.22,765.01,2.7198,2.5364,2.3964,2.2298,-3.19
MASSACHUSETTS,6,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",503.23,562.57,641.75,634.15,1.6401,1.686,1.9462,1.8483,-1.18
MASSACHUSETTS,7,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,442.71,270.42,520.59,627.08,1.4429,0.8104,1.5787,1.8277,20.45
MASSACHUSETTS,8,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS",457.28,506.64,511.82,614.28,1.4903,1.5184,1.5521,1.7904,20.02
MASSACHUSETTS,9,711890,"COIN, NESOI",311.64,622.07,444.68,569.41,1.0157,1.8643,1.3485,1.6596,28.05
MASSACHUSETTS,10,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",405.8,482.92,429.19,552.13,1.3226,1.4473,1.3015,1.6093,28.64
MASSACHUSETTS,11,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,217.08,338.05,482.33,546.43,0.7075,1.0131,1.4627,1.5927,13.29
MASSACHUSETTS,12,271121,"NATURAL GAS, GASEOUS",438.08,695.54,350.22,524.21,1.4278,2.0845,1.0621,1.5279,49.68
MASSACHUSETTS,13,293729,ADRENAL CORTICAL HORMONES AND DERIV NESOI,138.87,278.3,320.5,403.62,0.4526,0.8341,0.9719,1.1764,25.93
MASSACHUSETTS,14,710691,"SILVER, UNWROUGHT NESOI",103.09,197.14,147.22,400.37,0.336,0.5908,0.4465,1.167,171.95
MASSACHUSETTS,15,30614,"CRABS, INCLUDING IN SHELL, FROZEN",217.94,362.87,307.37,375.01,0.7103,1.0875,0.9321,1.093,22.01
MASSACHUSETTS,16,841191,TURBOJET AND TURBOPROLLER PARTS,286.46,327.84,348.05,336.82,0.9336,0.9825,1.0555,0.9817,-3.23
MASSACHUSETTS,17,710692,"SILVER, SEMIMANUFACTURED",11.84,29.38,5.23,295.51,0.0386,0.0881,0.0159,0.8613,5549.64
MASSACHUSETTS,18,271111,"NATURAL GAS, LIQUEFIED",745.23,564.21,268.5,277.03,2.4288,1.6909,0.8142,0.8075,3.18
MASSACHUSETTS,19,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",442.91,290.8,287.8,258.68,1.4435,0.8715,0.8728,0.754,-10.12
MASSACHUSETTS,20,30612,"LOBSTERS, INCLUDING IN SHELL, FROZEN",218.05,200.37,252.11,257.81,0.7107,0.6005,0.7645,0.7514,2.26
MASSACHUSETTS,21,902110,"ORTHOPEDIC OR FRACTRE APPLIANCES, PARTS & ACC",236.7,274.94,197.61,232.02,0.7714,0.824,0.5993,0.6763,17.42
MASSACHUSETTS,22,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",487.93,429.25,425.02,229.84,1.5902,1.2864,1.2889,0.6699,-45.92
MASSACHUSETTS,23,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",130.84,194.5,173.59,216.09,0.4264,0.5829,0.5264,0.6298,24.48
MASSACHUSETTS,24,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",91.06,122.93,180.1,213.86,0.2968,0.3684,0.5462,0.6233,18.74
MASSACHUSETTS,25,850811,VAC CLN W/SLF-CNT ELEC MOT PWR LT=1500W CAP L,3.44,5.04,44.48,202.78,0.0112,0.0151,0.1349,0.591,355.89
MARYLAND,0,0,World,19825.96,23951.83,25074.49,26556.83,1.0359,1.0847,1.102,1.1712,5.91
MARYLAND,0,25,Top 25,7431.62,9932.95,11547.52,13300.91,37.4843,41.4705,46.0529,50.0847,15.18
MARYLAND,1,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1797.34,2410.87,2755.35,3556.23,9.0656,10.0655,10.9886,13.391,29.07
MARYLAND,2,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1659.8,2249.9,2716.17,2974.22,8.3719,9.3934,10.8324,11.1995,9.5
MARYLAND,3,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,222.84,414.03,549.12,946.81,1.124,1.7286,2.19,3.5652,72.42
MARYLAND,4,870190,"TRACTORS, NESOI",162.83,308.71,429.28,599.95,0.8213,1.2889,1.712,2.2591,39.76
MARYLAND,5,800110,"TIN, UNWROUGHT, NOT ALLOYED",419.2,578.84,547.52,579.3,2.1144,2.4167,2.1836,2.1814,5.81
MARYLAND,6,711311,"JEWELRY AND PARTS THEREOF, OF SILVER",159.94,248.34,352.91,563.16,0.8067,1.0368,1.4074,2.1206,59.57
MARYLAND,7,842952,MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRS,115.51,419.85,746.19,511.66,0.5826,1.7529,2.9759,1.9267,-31.43
MARYLAND,8,750210,"NICKEL, UNWROUGHT, NOT ALLOYED",1003.14,880.72,530.02,389.43,5.0597,3.6771,2.1138,1.4664,-26.53
MARYLAND,9,760120,UNWROUGHT ALUMINUM ALLOYS,123.98,232.4,345.12,322.81,0.6253,0.9703,1.3764,1.2156,-6.46
MARYLAND,10,846729,"TOOLS FOR WK IN  HAND,W/ SELF-CONT ELEC MOTOR",172.94,175.56,216.02,265.92,0.8723,0.733,0.8615,1.0013,23.1
MARYLAND,11,271320,PETROLEUM BITUMEN,71.77,152.7,178.28,237.48,0.362,0.6375,0.711,0.8942,33.21
MARYLAND,12,851770,PTS OF PHONE SETS & OTH APP FOR THE TRANS/REC,204.5,249.89,296.75,232.69,1.0315,1.0433,1.1835,0.8762,-21.59
MARYLAND,13,870422,MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2,77.43,126.79,192.34,208.12,0.3905,0.5294,0.7671,0.7837,8.21
MARYLAND,14,870410,DUMPERS DESIGNED FOR OFF-HIGHWAY USE,70.35,142.49,183.81,205.62,0.3548,0.5949,0.733,0.7743,11.87
MARYLAND,15,611030,"SWEATERS, PULLOVERS ETC, KNIT ETC, MANMADE FI",108.65,135.51,151.5,197.56,0.548,0.5658,0.6042,0.7439,30.41
MARYLAND,16,720293,FERRONIOBIUM,186.91,236.34,192.08,184.67,0.9428,0.9867,0.766,0.6954,-3.86
MARYLAND,17,90411,"PEPPER OF GENUS PIPER, NEITHER CRUSHED NOR GR",96.28,159.9,139.68,184.09,0.4856,0.6676,0.5571,0.6932,31.79
MARYLAND,18,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",85.24,104.64,118.67,162.46,0.4299,0.4369,0.4733,0.6118,36.9
MARYLAND,19,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",242.8,186.42,218.85,145.84,1.2246,0.7783,0.8728,0.5492,-33.36
MARYLAND,20,903040,"OTH INST, SPECIALLY DESIGNED FOR TELECOMMUNIC",91.14,131.77,125.11,144.26,0.4597,0.5501,0.4989,0.5432,15.31
MARYLAND,21,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",144.57,153.26,153.14,143.81,0.7292,0.6399,0.6107,0.5415,-6.1
MARYLAND,22,840999,SPARK-IGNITION RECIPROCATING INT COM PISTN EN,16.25,31.5,182.87,139.58,0.082,0.1315,0.7293,0.5256,-23.67
MARYLAND,23,940360,"WOODEN FURNITURE, NESOI",105.69,109.5,120.2,136.39,0.5331,0.4572,0.4794,0.5136,13.47
MARYLAND,24,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",89.74,85.24,99.03,134.86,0.4526,0.3559,0.395,0.5078,36.18
MARYLAND,25,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NE",2.8,7.76,7.52,133.99,0.0141,0.0324,0.03,0.5045,1682.56
MAINE,0,0,World,4197.24,4483.64,3792.55,3568.99,0.2193,0.2031,0.1667,0.1574,-5.89
MAINE,0,25,Top 25,1814.66,1378.29,1589.66,1751.55,43.2346,30.7403,41.9152,49.0769,10.18
MAINE,1,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0,0,328.32,307.48,0,0,8.6569,8.6153,-6.35
MAINE,2,271600,ELECTRICAL ENERGY,141.42,129.31,103.35,221.81,3.3693,2.884,2.725,6.215,114.63
MAINE,3,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,369.48,169.38,163.07,146.63,8.8029,3.7777,4.2999,4.1083,-10.09
MAINE,4,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",191.19,193.73,122.97,131.51,4.5551,4.3208,3.2425,3.6849,6.94
MAINE,5,30622,"LOBSTERS, LIVE, FRESH,CH, DRIED, SALTD OR IN",66.92,84.55,85.66,117.87,1.5945,1.8859,2.2586,3.3027,37.61
MAINE,6,470421,CHEM WDPULP SULFITE EX DSSLVNG GR CONIF SEMI/,161.07,123.52,125.85,116.42,3.8376,2.7549,3.3184,3.2618,-7.5
MAINE,7,271112,"PROPANE, LIQUEFIED",92.76,131,115.33,101.75,2.2099,2.9217,3.0411,2.8511,-11.77
MAINE,8,271121,"NATURAL GAS, GASEOUS",277.5,33.88,16.81,78.6,6.6116,0.7557,0.4432,2.2023,367.66
MAINE,9,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",60.75,57.98,59.48,72.55,1.4474,1.2931,1.5684,2.0328,21.97
MAINE,10,854129,"TRANSISTORS, OTHER THAN PHOTOSENSITIVE, NESOI",70.28,70.33,58.74,55.54,1.6744,1.5686,1.5488,1.5561,-5.45
MAINE,11,282911,SODIUM CHLORATE,45.26,47.12,46.79,47.38,1.0783,1.051,1.2336,1.3277,1.28
MAINE,12,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",48.3,39.88,40.88,47.32,1.1508,0.8895,1.0778,1.3258,15.75
MAINE,13,200410,"POTATOES, PREPARED ETC., NO VINEGAR ETC., FRO",38.41,32.17,35.09,37.24,0.915,0.7175,0.9251,1.0434,6.14
MAINE,14,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",24.81,26.95,27.39,30.05,0.591,0.601,0.7221,0.842,9.73
MAINE,15,285300,INORG CMPDS NESOI;LQ/CMPRSD AIR;AMALG EXC PRE,35.28,27.94,27.08,25.94,0.8406,0.6232,0.714,0.7268,-4.2
MAINE,16,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",25.62,25.08,26.36,24.99,0.6105,0.5593,0.695,0.7003,-5.17
MAINE,17,620520,"MEN'S OR BOYS' SHIRTS, NOT KNIT, OF COTTON",21.53,26.95,27.35,23.67,0.513,0.6011,0.7211,0.6633,-13.44
MAINE,18,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETA",11.42,12.69,16.97,23.04,0.2721,0.283,0.4474,0.6456,35.79
MAINE,19,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",35.12,23.12,19.91,23.02,0.8366,0.5157,0.5249,0.6451,15.66
MAINE,20,392690,"ARTICLES OF PLASTICS, NESOI",15.92,19.95,22.17,22.54,0.3794,0.4451,0.5846,0.6316,1.68
MAINE,21,420292,"CONTAINER BAGS, CASES ETC NESOI, PLAST/TEXT M",24.1,18.55,20.38,20.24,0.5741,0.4138,0.5374,0.5671,-0.69
MAINE,22,854121,"TRANSISTORS EX PHOTOSENITIVE,DISSPATION RATE",16.28,17.3,18.1,20.1,0.3878,0.3859,0.4773,0.5632,11.04
MAINE,23,480261,"PAPER & PAPERBOARD, UNCOATED, >10% MECH.FIB.,",17.09,43.26,36.67,18.91,0.4072,0.9648,0.967,0.5299,-48.43
MAINE,24,252210,QUICKLIME,15.33,19.31,20.1,18.54,0.3653,0.4307,0.5301,0.5194,-7.8
MAINE,25,841199,GAS TURBINE PARTS NESOI,8.82,4.33,24.85,18.39,0.2101,0.0965,0.6552,0.5153,-25.98
MICHIGAN,0,0,World,88042.03,104280.47,116216.12,118119.15,4.6002,4.7227,5.1077,5.2091,1.64
MICHIGAN,0,25,Top 25,58649.86,69178.04,79033.63,81116.47,66.6157,66.3384,68.0057,68.6734,2.64
MICHIGAN,1,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,19637.6,22609.32,25942.8,24491.89,22.3048,21.6813,22.3229,20.7349,-5.59
MICHIGAN,2,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,12631.25,13310.83,13097.45,14967.28,14.3468,12.7645,11.2699,12.6713,14.28
MICHIGAN,3,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",6168.24,6358.47,7787.74,8527.97,7.006,6.0975,6.7011,7.2198,9.51
MICHIGAN,4,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,2388.29,3737.74,4155.02,4324.03,2.7127,3.5843,3.5752,3.6607,4.07
MICHIGAN,5,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",1707.5,2252.82,2790.47,2906.37,1.9394,2.1603,2.4011,2.4605,4.15
MICHIGAN,6,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,2009.35,2739.82,2984.32,2797.72,2.2823,2.6274,2.5679,2.3686,-6.25
MICHIGAN,7,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",1721.8,2387.03,2709.93,2740.43,1.9557,2.2891,2.3318,2.3201,1.13
MICHIGAN,8,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",1787.27,2325.62,2626.33,2572.63,2.03,2.2302,2.2599,2.178,-2.04
MICHIGAN,9,870840,GEAR BOXES FOR MOTOR VEHICLES,919.85,1204.16,1785.34,1991.49,1.0448,1.1547,1.5362,1.686,11.55
MICHIGAN,10,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,948.86,1354.98,1674.94,1845.57,1.0777,1.2994,1.4412,1.5625,10.19
MICHIGAN,11,870422,MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2,1362.24,1626.37,2047.25,1653.84,1.5473,1.5596,1.7616,1.4001,-19.22
MICHIGAN,12,840991,SPARK-IGNITION INT COMBUSTION PISTON ENG PTS,1369.56,1719.04,1821.37,1620.01,1.5556,1.6485,1.5672,1.3715,-11.06
MICHIGAN,13,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS",957,959.31,1201.75,1608.5,1.087,0.9199,1.0341,1.3618,33.85
MICHIGAN,14,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<150",13.93,428.32,748.12,1065.74,0.0158,0.4107,0.6437,0.9023,42.46
MICHIGAN,15,852721,RADIOBROADCAST RECEIVERS FOR MOTOR VEHICLES W,359.43,524.66,1026.11,950.22,0.4082,0.5031,0.8829,0.8045,-7.4
MICHIGAN,16,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",378.43,424.16,641.45,928.98,0.4298,0.4067,0.5519,0.7865,44.83
MICHIGAN,17,870870,ROAD WHEELS & PTS & ACCESSORIES FOR MOTOR VEH,610.81,797.52,921.17,879.78,0.6938,0.7648,0.7926,0.7448,-4.49
MICHIGAN,18,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,396.75,460.39,688.74,845.38,0.4506,0.4415,0.5926,0.7157,22.74
MICHIGAN,19,851220,ELECT LIGHTING/VISUAL SIGNLNG EQ EX FOR BICYC,374.36,448.21,606.72,809.64,0.4252,0.4298,0.5221,0.6854,33.45
MICHIGAN,20,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,629.43,723.83,887.99,708.8,0.7149,0.6941,0.7641,0.6001,-20.18
MICHIGAN,21,840999,SPARK-IGNITION RECIPROCATING INT COM PISTN EN,648.3,835.38,762.5,647.69,0.7364,0.8011,0.6561,0.5483,-15.06
MICHIGAN,22,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,368.07,525.1,613.96,601.49,0.4181,0.5035,0.5283,0.5092,-2.03
MICHIGAN,23,271112,"PROPANE, LIQUEFIED",565.58,571.36,457.05,585.38,0.6424,0.5479,0.3933,0.4956,28.08
MICHIGAN,24,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",341.61,432.96,556.05,529.34,0.388,0.4152,0.4785,0.4481,-4.8
MICHIGAN,25,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHIC,354.37,420.65,499.08,516.3,0.4025,0.4034,0.4294,0.4371,3.45
MINNESOTA,0,0,World,26345.68,33125.24,32883.83,33010.57,1.3766,1.5002,1.4452,1.4558,0.39
MINNESOTA,0,25,Top 25,10704.74,15822.96,15915.56,15573.99,40.6319,47.7671,48.3993,47.1788,-2.15
MINNESOTA,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,3795.99,7944.57,8574.33,8260.61,14.4084,23.9834,26.0746,25.0241,-3.66
MINNESOTA,2,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",1129.7,1055.51,1011.45,1029.29,4.288,3.1864,3.0758,3.1181,1.76
MINNESOTA,3,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NE",1204.81,1017.27,1274.36,852.3,4.5731,3.071,3.8754,2.5819,-33.12
MINNESOTA,4,902150,PACEMAKERS FOR STIMULATING HEART MUSCLES,395.12,741.76,690.87,759.15,1.4998,2.2393,2.1009,2.2997,9.88
MINNESOTA,5,271121,"NATURAL GAS, GASEOUS",1091.89,1246.51,647.28,470.66,4.1445,3.763,1.9684,1.4258,-27.29
MINNESOTA,6,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",204.89,361.87,135.88,369.42,0.7777,1.0924,0.4132,1.1191,171.87
MINNESOTA,7,271600,ELECTRICAL ENERGY,333.99,301.59,266.77,330.89,1.2677,0.9105,0.8113,1.0024,24.03
MINNESOTA,8,310420,POTASSIUM CHLORIDE,242.26,355.01,332.54,304.02,0.9195,1.0717,1.0113,0.921,-8.58
MINNESOTA,9,902140,HEARING AIDS,138.63,165.77,230.81,271.58,0.5262,0.5004,0.7019,0.8227,17.66
MINNESOTA,10,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,156,235.13,302.46,245.76,0.5921,0.7098,0.9198,0.7445,-18.75
MINNESOTA,11,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,172.22,180.67,192.57,218.44,0.6537,0.5454,0.5856,0.6617,13.43
MINNESOTA,12,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",232.96,296.76,309.19,202.48,0.8842,0.8959,0.9402,0.6134,-34.51
MINNESOTA,13,10229,"CATTLE, LIVE, OTHER THAN PUREBRED BREEDING",0,0,117.6,197.29,0,0,0.3576,0.5977,67.77
MINNESOTA,14,870790,BODIES F ROAD TRACTORS AND MOTOR VEH(PUB TRAN,132.16,135.06,171.86,196.88,0.5016,0.4077,0.5226,0.5964,14.56
MINNESOTA,15,902190,OTH ARTIFICAL PTS OF THE BODY & PTS & ACCESSO,165.65,191.36,178.07,187.26,0.6288,0.5777,0.5415,0.5673,5.16
MINNESOTA,16,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",5.6,0,0,185.54,0.0213,0,0,0.5621,0
MINNESOTA,17,902139,ARTIFICIAL JOINTS & PARTS & ACCESSORIES THERO,244.67,84.69,145.2,184.45,0.9287,0.2557,0.4415,0.5588,27.04
MINNESOTA,18,251010,"UNGRND NAT CAL PHSPH, ALUM CAL PHOS A PHOS CH",59.17,283.11,110.62,176.29,0.2246,0.8547,0.3364,0.5341,59.36
MINNESOTA,19,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",95.89,100.25,127.38,172.01,0.364,0.3026,0.3874,0.5211,35.03
MINNESOTA,20,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",165.21,192.21,148.15,162.7,0.6271,0.5802,0.4505,0.4929,9.82
MINNESOTA,21,640299,"FOOTWEAR, OUTER SOLE & UPPER RUBBER OR PLAST",173.17,161.1,151.81,161.56,0.6573,0.4863,0.4617,0.4894,6.42
MINNESOTA,22,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,127.96,132.25,154.79,160.09,0.4857,0.3992,0.4707,0.485,3.43
MINNESOTA,23,720110,NONALLOY PIG IRON 0.5 PRCNT OR LESS PHOSPHORU,168.72,396.63,331.86,159.49,0.6404,1.1974,1.0092,0.4831,-51.94
MINNESOTA,24,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,91.96,81.08,142.74,159.23,0.349,0.2448,0.4341,0.4823,11.55
MINNESOTA,25,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",176.13,162.8,166.97,156.6,0.6685,0.4915,0.5077,0.4744,-6.21
MISSOURI,0,0,World,12842.47,15699.01,16131.33,18314.63,0.671,0.711,0.709,0.8077,13.53
MISSOURI,0,25,Top 25,2460.11,3997.94,4092.59,6020.32,19.1561,25.4662,25.3704,32.8717,47.1
MISSOURI,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,0.58,642.61,289.24,1211.47,0.0045,4.0933,1.793,6.6148,318.84
MISSOURI,2,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,281.81,434.11,454.16,495.81,2.1943,2.7652,2.8154,2.7072,9.17
MISSOURI,3,760120,UNWROUGHT ALUMINUM ALLOYS,18.41,363.16,393.76,480.41,0.1434,2.3133,2.441,2.6231,22.01
MISSOURI,4,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",209.81,260.11,237.01,406.17,1.6337,1.6568,1.4693,2.2177,71.37
MISSOURI,5,850140,"AC MOTORS NESOI, SINGLE-PHASE",159.33,243.88,280.49,316.1,1.2407,1.5535,1.7388,1.726,12.7
MISSOURI,6,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",140.35,152.99,186.27,249.85,1.0929,0.9745,1.1547,1.3642,34.13
MISSOURI,7,870120,ROAD TRACTORS FOR SEMI-TRAILERS,101.04,204.72,206.24,244.34,0.7868,1.304,1.2785,1.3341,18.48
MISSOURI,8,220300,BEER MADE FROM MALT,198.85,227.83,217.43,236.47,1.5484,1.4513,1.3479,1.2911,8.75
MISSOURI,9,293190,"ORGANO-INORGANIC COMPOUNDS, NESOI",0,0,78.7,218.94,0,0,0.4879,1.1954,178.17
MISSOURI,10,870895,SAFETY AIRBAGS WITH INFLATOR SYSTEM; PARTS TH,80.98,85.71,139.44,196.05,0.6306,0.546,0.8644,1.0705,40.6
MISSOURI,11,293410,"HETERCYC CMP, UNFUSED THIAZOLE RING IN THE ST",91,96,117.98,181.67,0.7086,0.6115,0.7314,0.992,53.99
MISSOURI,12,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,178.74,145.62,160.49,176.91,1.3918,0.9276,0.9949,0.9659,10.23
MISSOURI,13,293339,CMPDS CONT AN UNFUSED PYRIDINE RING ETC NESOI,160.87,126.25,115.52,155.75,1.2527,0.8042,0.7161,0.8504,34.83
MISSOURI,14,100510,"CORN (MAIZE) SEED, CERTIFIED, EXCLUDING SWEET",41.05,91.61,122.96,143.01,0.3196,0.5835,0.7622,0.7808,16.31
MISSOURI,15,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",135.69,155.11,174.76,142.16,1.0565,0.988,1.0834,0.7762,-18.65
MISSOURI,16,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",138.35,145.28,166.14,141.91,1.0773,0.9254,1.0299,0.7748,-14.59
MISSOURI,17,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",107.64,115.91,116.72,132.46,0.8382,0.7384,0.7236,0.7232,13.48
MISSOURI,18,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,71.14,56.8,103.62,131.16,0.554,0.3618,0.6423,0.7161,26.58
MISSOURI,19,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHO,60.7,106.29,116.23,126.91,0.4726,0.6771,0.7205,0.693,9.19
MISSOURI,20,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",77.94,82.13,88.15,114.58,0.6069,0.5231,0.5464,0.6256,29.98
MISSOURI,21,292800,ORGANIC DERIVATIVES OF HYDRAZINE OR HYDROXYLA,20.46,43.16,59.82,111.43,0.1593,0.2749,0.3709,0.6084,86.27
MISSOURI,22,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,31.15,26.33,38.99,110.56,0.2426,0.1677,0.2417,0.6037,183.59
MISSOURI,23,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,70.56,119.48,87.75,101.83,0.5494,0.7611,0.544,0.556,16.05
MISSOURI,24,490900,"PRINTED OR ILLUST POST CARDS, GREETING CARDS,",83.66,72.85,108.23,99.64,0.6514,0.4641,0.6709,0.5441,-7.93
MISSOURI,25,730519,"PIPE, OIL LINE ETC OV16IN IR OR STEEL, CLOSE",0,0,32.49,94.73,0,0,0.2014,0.5172,191.57
MISSISSIPPI,0,0,World,15919.06,20469.54,20666.1,19982.86,0.8318,0.927,0.9083,0.8813,-3.31
MISSISSIPPI,0,25,Top 25,11230.68,14756.34,14751.27,13634.17,70.5486,72.0893,71.3791,68.2293,-7.57
MISSISSIPPI,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,8563.01,11780.94,11395.69,9780.16,53.7909,57.5535,55.1419,48.9427,-14.18
MISSISSIPPI,2,870840,GEAR BOXES FOR MOTOR VEHICLES,350.94,344.98,481.81,700.55,2.2045,1.6853,2.3314,3.5058,45.4
MISSISSIPPI,3,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",444.33,465.04,502.24,494.66,2.7912,2.2719,2.4303,2.4754,-1.51
MISSISSIPPI,4,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,658.39,708.85,221.53,238.07,4.1359,3.4629,1.072,1.1914,7.47
MISSISSIPPI,5,80390,"BANANAS, FRESH OR DRIED, NESOI",0,0,231.42,228.35,0,0,1.1198,1.1427,-1.33
MISSISSIPPI,6,846729,"TOOLS FOR WK IN  HAND,W/ SELF-CONT ELEC MOTOR",80.85,155.57,144.51,192.24,0.5079,0.76,0.6992,0.962,33.03
MISSISSIPPI,7,840999,SPARK-IGNITION RECIPROCATING INT COM PISTN EN,50.3,117.19,151.37,165.4,0.316,0.5725,0.7325,0.8277,9.27
MISSISSIPPI,8,880211,HELICOPTERS OF AN UNLADEN WEIGHT NOT OVER 200,61.66,67.29,87.31,134.82,0.3873,0.3287,0.4225,0.6747,54.42
MISSISSIPPI,9,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",38.64,31.94,68.93,133.96,0.2428,0.156,0.3336,0.6704,94.33
MISSISSIPPI,10,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",16.53,7.8,24.42,127.83,0.1039,0.0381,0.1182,0.6397,423.5
MISSISSIPPI,11,851632,ELECTROTHERMIC HAIRDRESSING APPARATUS NESOI,112.96,112.73,120.98,126.96,0.7096,0.5507,0.5854,0.6353,4.95
MISSISSIPPI,12,853620,AUTO CIRCUIT BREAKERS VOLTAGE NOT EXCEEDING 1,1.62,31.73,68.35,118.87,0.0102,0.155,0.3307,0.5948,73.92
